t,u,w,q,theta,alpha_deg,V_mps,de_cmd_deg,saturated
1.5200,30.1623,-18.4273,-1.6375,-2.8355,-5.0000,50.0739,15.0000,1
1.5250,30.2505,-18.4446,-1.6359,-2.8437,-5.0000,50.1623,15.0000,1
1.5300,30.3387,-18.4619,-1.6342,-2.8518,-5.0000,50.2505,15.0000,1
1.5350,30.4267,-18.4792,-1.6325,-2.8600,-5.0000,50.3387,15.0000,1
1.5400,30.5146,-18.4965,-1.6309,-2.8682,-5.0000,50.4267,15.0000,1
1.5450,30.6025,-18.5137,-1.6292,-2.8763,-5.0000,50.5146,15.0000,1
1.5500,30.6902,-18.5310,-1.6275,-2.8845,-5.0000,50.6025,15.0000,1
1.5550,30.7779,-18.5482,-1.6259,-2.8926,-5.0000,50.6902,15.0000,1
1.5600,30.8654,-18.5654,-1.6242,-2.9007,-5.0000,50.7779,15.0000,1
1.5650,30.9528,-18.5826,-1.6226,-2.9089,-5.0000,50.8654,15.0000,1
1.5700,31.0402,-18.5998,-1.6209,-2.9170,-5.0000,50.9528,15.0000,1
1.5750,31.1274,-18.6170,-1.6192,-2.9251,-5.0000,51.0402,15.0000,1
1.5800,31.2146,-18.6342,-1.6176,-2.9332,-5.0000,51.1274,15.0000,1
1.5850,31.3016,-18.6513,-1.6160,-2.9413,-5.0000,51.2146,15.0000,1
1.5900,31.3886,-18.6685,-1.6143,-2.9494,-5.0000,51.3016,15.0000,1
1.5950,31.4754,-18.6856,-1.6127,-2.9574,-5.0000,51.3886,15.0000,1
1.6000,31.5622,-18.7027,-1.6110,-2.9655,-5.0000,51.4754,15.0000,1
1.6050,31.6488,-18.7198,-1.6094,-2.9735,-5.0000,51.5622,15.0000,1
1.6100,31.7354,-18.7369,-1.6078,-2.9816,-5.0000,51.6488,15.0000,1
1.6150,31.8218,-18.7540,-1.6061,-2.9896,-5.0000,51.7354,15.0000,1
1.6200,31.9082,-18.7711,-1.6045,-2.9977,-5.0000,51.8218,15.0000,1
1.6250,31.9945,-18.7882,-1.6029,-3.0057,-5.0000,51.9082,15.0000,1
1.6300,32.0806,-18.8052,-1.6012,-3.0137,-5.0000,51.9945,15.0000,1
1.6350,32.1667,-18.8222,-1.5996,-3.0217,-5.0000,52.0806,15.0000,1
1.6400,32.2527,-18.8393,-1.5980,-3.0297,-5.0000,52.1667,15.0000,1
1.6450,32.3385,-18.8563,-1.5964,-3.0377,-5.0000,52.2527,15.0000,1
1.6500,32.4243,-18.8733,-1.5948,-3.0457,-5.0000,52.3385,15.0000,1
1.6550,32.5100,-18.8903,-1.5931,-3.0536,-5.0000,52.4243,15.0000,1
1.6600,32.5956,-18.9072,-1.5915,-3.0616,-5.0000,52.5100,15.0000,1
1.6650,32.6811,-18.9242,-1.5899,-3.0696,-5.0000,52.5956,15.0000,1
1.6700,32.7664,-18.9412,-1.5883,-3.0775,-5.0000,52.6811,15.0000,1
1.6750,32.8517,-18.9581,-1.5867,-3.0855,-5.0000,52.7664,15.0000,1
1.6800,32.9369,-18.9750,-1.5851,-3.0934,-5.0000,52.8517,15.0000,1
1.6850,33.0220,-18.9919,-1.5835,-3.1013,-5.0000,52.9369,15.0000,1
1.6900,33.1070,-19.0088,-1.5819,-3.1092,-5.0000,53.0220,15.0000,1
1.6950,33.1919,-19.0257,-1.5803,-3.1171,-5.0000,53.1070,15.0000,1
1.7000,33.2768,-19.0426,-1.5787,-3.1250,-5.0000,53.1919,15.0000,1
1.7050,33.3615,-19.0594,-1.5771,-3.1329,-5.0000,53.2768,15.0000,1
1.7100,33.4461,-19.0763,-1.5755,-3.1408,-5.0000,53.3615,15.0000,1
1.7150,33.5306,-19.0931,-1.5739,-3.1487,-5.0000,53.4461,15.0000,1
1.7200,33.6151,-19.1099,-1.5723,-3.1566,-5.0000,53.5306,15.0000,1
1.7250,33.6994,-19.1267,-1.5707,-3.1644,-5.0000,53.6151,15.0000,1
1.7300,33.7836,-19.1435,-1.5691,-3.1723,-5.0000,53.6994,15.0000,1
1.7350,33.8678,-19.1603,-1.5675,-3.1801,-5.0000,53.7836,15.0000,1
1.7400,33.9518,-19.1770,-1.5659,-3.1880,-5.0000,53.8678,15.0000,1
1.7450,34.0358,-19.1938,-1.5644,-3.1958,-5.0000,53.9518,15.0000,1
1.7500,34.1196,-19.2105,-1.5628,-3.2036,-5.0000,54.0358,15.0000,1
1.7550,34.2034,-19.2272,-1.5612,-3.2114,-5.0000,54.1196,15.0000,1
1.7600,34.2871,-19.2439,-1.5596,-3.2192,-5.0000,54.2034,15.0000,1
1.7650,34.3707,-19.2606,-1.5580,-3.2270,-5.0000,54.2871,15.0000,1
1.7700,34.4541,-19.2773,-1.5565,-3.2348,-5.0000,54.3707,15.0000,1
1.7750,34.5375,-19.2939,-1.5549,-3.2426,-5.0000,54.4541,15.0000,1
1.7800,34.6208,-19.3106,-1.5533,-3.2504,-5.0000,54.5375,15.0000,1
1.7850,34.7040,-19.3272,-1.5517,-3.2582,-5.0000,54.6208,15.0000,1
1.7900,34.7871,-19.3438,-1.5502,-3.2659,-5.0000,54.7040,15.0000,1
1.7950,34.8701,-19.3604,-1.5486,-3.2737,-5.0000,54.7871,15.0000,1
1.8000,34.9531,-19.3770,-1.5470,-3.2814,-5.0000,54.8701,15.0000,1
1.8050,35.0359,-19.3936,-1.5455,-3.2891,-5.0000,54.9531,15.0000,1
1.8100,35.1186,-19.4101,-1.5439,-3.2969,-5.0000,55.0359,15.0000,1
1.8150,35.2013,-19.4267,-1.5423,-3.3046,-5.0000,55.1186,15.0000,1
1.8200,35.2838,-19.4432,-1.5408,-3.3123,-5.0000,55.2013,15.0000,1
1.8250,35.3662,-19.4597,-1.5392,-3.3200,-5.0000,55.2838,15.0000,1
1.8300,35.4486,-19.4762,-1.5377,-3.3277,-5.0000,55.3662,15.0000,1
1.8350,35.5309,-19.4926,-1.5361,-3.3354,-5.0000,55.4486,15.0000,1
1.8400,35.6130,-19.5091,-1.5345,-3.3431,-5.0000,55.5309,15.0000,1
1.8450,35.6951,-19.5255,-1.5330,-3.3507,-5.0000,55.6130,15.0000,1
1.8500,35.7771,-19.5420,-1.5314,-3.3584,-5.0000,55.6951,15.0000,1
1.8550,35.8590,-19.5584,-1.5299,-3.3661,-5.0000,55.7771,15.0000,1
1.8600,35.9408,-19.5748,-1.5283,-3.3737,-5.0000,55.8590,15.0000,1
1.8650,36.0225,-19.5912,-1.5268,-3.3814,-5.0000,55.9408,15.0000,1
1.8700,36.1041,-19.6075,-1.5252,-3.3890,-5.0000,56.0225,15.0000,1
1.8750,36.1856,-19.6239,-1.5237,-3.3966,-5.0000,56.1041,15.0000,1
1.8800,36.2671,-19.6402,-1.5222,-3.4042,-5.0000,56.1856,15.0000,1
1.8850,36.3484,-19.6565,-1.5206,-3.4118,-5.0000,56.2671,15.0000,1
1.8900,36.4297,-19.6728,-1.5191,-3.4194,-5.0000,56.3484,15.0000,1
1.8950,36.5108,-19.6891,-1.5175,-3.4270,-5.0000,56.4297,15.0000,1
1.9000,36.5919,-19.7054,-1.5160,-3.4346,-5.0000,56.5108,15.0000,1
1.9050,36.6729,-19.7216,-1.5145,-3.4422,-5.0000,56.5919,15.0000,1
1.9100,36.7537,-19.7379,-1.5129,-3.4498,-5.0000,56.6729,15.0000,1
1.9150,36.8345,-19.7541,-1.5114,-3.4573,-5.0000,56.7537,15.0000,1
1.9200,36.9152,-19.7703,-1.5099,-3.4649,-5.0000,56.8345,15.0000,1
1.9250,36.9958,-19.7865,-1.5083,-3.4725,-5.0000,56.9152,15.0000,1
1.9300,37.0763,-19.8027,-1.5068,-3.4800,-5.0000,56.9958,15.0000,1
1.9350,37.1568,-19.8188,-1.5053,-3.4875,-5.0000,57.0763,15.0000,1
1.9400,37.2371,-19.8350,-1.5037,-3.4951,-5.0000,57.1568,15.0000,1
1.9450,37.3173,-19.8511,-1.5022,-3.5026,-5.0000,57.2371,15.0000,1
1.9500,37.3975,-19.8672,-1.5007,-3.5101,-5.0000,57.3173,15.0000,1
1.9550,37.4776,-19.8833,-1.4992,-3.5176,-5.0000,57.3975,15.0000,1
1.9600,37.5575,-19.8994,-1.4977,-3.5251,-5.0000,57.4776,15.0000,1
1.9650,37.6374,-19.9154,-1.4961,-3.5326,-5.0000,57.5575,15.0000,1
1.9700,37.7172,-19.9314,-1.4946,-3.5401,-5.0000,57.6374,15.0000,1
1.9750,37.7969,-19.9475,-1.4931,-3.5475,-5.0000,57.7172,15.0000,1
1.9800,37.8765,-19.9635,-1.4916,-3.5550,-5.0000,57.7969,15.0000,1
1.9850,37.9560,-19.9795,-1.4901,-3.5625,-5.0000,57.8765,15.0000,1
1.9900,38.0354,-19.9954,-1.4886,-3.5699,-5.0000,57.9560,15.0000,1
1.9950,38.1148,-20.0114,-1.4871,-3.5773,-5.0000,58.0354,15.0000,1
2.0000,38.1940,-20.0273,-1.4855,-3.5848,-5.0000,58.1148,15.0000,1
2.0050,38.2732,-20.0433,-1.4840,-3.5922,-5.0000,58.1940,15.0000,1
2.0100,38.3522,-20.0592,-1.4825,-3.5996,-5.0000,58.2732,15.0000,1
2.0150,38.4312,-20.0750,-1.4810,-3.6070,-5.0000,58.3522,15.0000,1
2.0200,38.5101,-20.0909,-1.4795,-3.6144,-5.0000,58.4312,15.0000,1
2.0250,38.5889,-20.1068,-1.4780,-3.6218,-5.0000,58.5101,15.0000,1
2.0300,38.6676,-20.1226,-1.4765,-3.6292,-5.0000,58.5889,15.0000,1
2.0350,38.7462,-20.1384,-1.4750,-3.6366,-5.0000,58.6676,15.0000,1
2.0400,38.8248,-20.1542,-1.4735,-3.6440,-5.0000,58.7462,15.0000,1
2.0450,38.9032,-20.1700,-1.4720,-3.6514,-5.0000,58.8248,15.0000,1
2.0500,38.9815,-20.1858,-1.4705,-3.6587,-5.0000,58.9032,15.0000,1
2.0550,39.0598,-20.2015,-1.4691,-3.6661,-5.0000,58.9815,15.0000,1
2.0600,39.1380,-20.2173,-1.4676,-3.6734,-5.0000,59.0598,15.0000,1
2.0650,39.2161,-20.2330,-1.4661,-3.6808,-5.0000,59.1380,15.0000,1
2.0700,39.2941,-20.2487,-1.4646,-3.6881,-5.0000,59.2161,15.0000,1
2.0750,39.3720,-20.2644,-1.4631,-3.6954,-5.0000,59.2941,15.0000,1
2.0800,39.4498,-20.2800,-1.4616,-3.7027,-5.0000,59.3720,15.0000,1
2.0850,39.5275,-20.2957,-1.4601,-3.7100,-5.0000,59.4498,15.0000,1
2.0900,39.6052,-20.3113,-1.4587,-3.7173,-5.0000,59.5275,15.0000,1
2.0950,39.6827,-20.3269,-1.4572,-3.7246,-5.0000,59.6052,15.0000,1
2.1000,39.7602,-20.3425,-1.4557,-3.7319,-5.0000,59.6827,15.0000,1
2.1050,39.8376,-20.3581,-1.4542,-3.7392,-5.0000,59.7602,15.0000,1
2.1100,39.9149,-20.3737,-1.4527,-3.7465,-5.0000,59.8376,15.0000,1
2.1150,39.9921,-20.3892,-1.4513,-3.7537,-5.0000,59.9149,15.0000,1
2.1200,40.0692,-20.4048,-1.4498,-3.7610,-5.0000,59.9921,15.0000,1
2.1250,40.1462,-20.4203,-1.4483,-3.7682,-5.0000,60.0692,15.0000,1
2.1300,40.2231,-20.4358,-1.4469,-3.7755,-5.0000,60.1462,15.0000,1
2.1350,40.3000,-20.4512,-1.4454,-3.7827,-5.0000,60.2231,15.0000,1
2.1400,40.3768,-20.4667,-1.4439,-3.7899,-5.0000,60.3000,15.0000,1
2.1450,40.4534,-20.4822,-1.4425,-3.7972,-5.0000,60.3768,15.0000,1
2.1500,40.5300,-20.4976,-1.4410,-3.8044,-5.0000,60.4534,15.0000,1
2.1550,40.6065,-20.5130,-1.4395,-3.8116,-5.0000,60.5300,15.0000,1
2.1600,40.6829,-20.5284,-1.4381,-3.8188,-5.0000,60.6065,15.0000,1
2.1650,40.7593,-20.5438,-1.4366,-3.8260,-5.0000,60.6829,15.0000,1
2.1700,40.8355,-20.5591,-1.4352,-3.8331,-5.0000,60.7593,15.0000,1
2.1750,40.9117,-20.5745,-1.4337,-3.8403,-5.0000,60.8355,15.0000,1
2.1800,40.9877,-20.5898,-1.4323,-3.8475,-5.0000,60.9117,15.0000,1
2.1850,41.0637,-20.6051,-1.4308,-3.8546,-5.0000,60.9877,15.0000,1
2.1900,41.1396,-20.6204,-1.4294,-3.8618,-5.0000,61.0637,15.0000,1
2.1950,41.2154,-20.6357,-1.4279,-3.8689,-5.0000,61.1396,15.0000,1
2.2000,41.2912,-20.6509,-1.4265,-3.8761,-5.0000,61.2154,15.0000,1
2.2050,41.3668,-20.6661,-1.4250,-3.8832,-5.0000,61.2912,15.0000,1
2.2100,41.4423,-20.6814,-1.4236,-3.8903,-5.0000,61.3668,15.0000,1
2.2150,41.5178,-20.6966,-1.4221,-3.8975,-5.0000,61.4423,15.0000,1
2.2200,41.5932,-20.7118,-1.4207,-3.9046,-5.0000,61.5178,15.0000,1
2.2250,41.6685,-20.7269,-1.4192,-3.9117,-5.0000,61.5932,15.0000,1
2.2300,41.7437,-20.7421,-1.4178,-3.9188,-5.0000,61.6685,15.0000,1
2.2350,41.8188,-20.7572,-1.4164,-3.9259,-5.0000,61.7437,15.0000,1
2.2400,41.8939,-20.7723,-1.4149,-3.9329,-5.0000,61.8188,15.0000,1
2.2450,41.9688,-20.7874,-1.4135,-3.9400,-5.0000,61.8939,15.0000,1
2.2500,42.0437,-20.8025,-1.4121,-3.9471,-5.0000,61.9688,15.0000,1
2.2550,42.1184,-20.8176,-1.4106,-3.9541,-5.0000,62.0437,15.0000,1
2.2600,42.1931,-20.8326,-1.4092,-3.9612,-5.0000,62.1184,15.0000,1
2.2650,42.2678,-20.8477,-1.4078,-3.9682,-5.0000,62.1931,15.0000,1
2.2700,42.3423,-20.8627,-1.4064,-3.9753,-5.0000,62.2678,15.0000,1
2.2750,42.4167,-20.8777,-1.4049,-3.9823,-5.0000,62.3423,15.0000,1
2.2800,42.4911,-20.8927,-1.4035,-3.9893,-5.0000,62.4167,15.0000,1
2.2850,42.5654,-20.9076,-1.4021,-3.9964,-5.0000,62.4911,15.0000,1
2.2900,42.6395,-20.9226,-1.4007,-4.0034,-5.0000,62.5654,15.0000,1
2.2950,42.7136,-20.9375,-1.3993,-4.0104,-5.0000,62.6395,15.0000,1
2.3000,42.7877,-20.9524,-1.3978,-4.0174,-5.0000,62.7136,15.0000,1
2.3050,42.8616,-20.9673,-1.3964,-4.0244,-5.0000,62.7877,15.0000,1
2.3100,42.9354,-20.9822,-1.3950,-4.0313,-5.0000,62.8616,15.0000,1
2.3150,43.0092,-20.9971,-1.3936,-4.0383,-5.0000,62.9354,15.0000,1
2.3200,43.0829,-21.0119,-1.3922,-4.0453,-5.0000,63.0092,15.0000,1
2.3250,43.1565,-21.0268,-1.3908,-4.0522,-5.0000,63.0829,15.0000,1
2.3300,43.2300,-21.0416,-1.3894,-4.0592,-5.0000,63.1565,15.0000,1
2.3350,43.3034,-21.0564,-1.3880,-4.0661,-5.0000,63.2300,15.0000,1
2.3400,43.3768,-21.0712,-1.3866,-4.0731,-5.0000,63.3034,15.0000,1
2.3450,43.4500,-21.0859,-1.3852,-4.0800,-5.0000,63.3768,15.0000,1
2.3500,43.5232,-21.1007,-1.3838,-4.0869,-5.0000,63.4500,15.0000,1
2.3550,43.5963,-21.1154,-1.3824,-4.0939,-5.0000,63.5232,15.0000,1
2.3600,43.6693,-21.1301,-1.3810,-4.1008,-5.0000,63.5963,15.0000,1
2.3650,43.7423,-21.1448,-1.3796,-4.1077,-5.0000,63.6693,15.0000,1
2.3700,43.8151,-21.1595,-1.3782,-4.1146,-5.0000,63.7423,15.0000,1
2.3750,43.8879,-21.1742,-1.3768,-4.1215,-5.0000,63.8151,15.0000,1
2.3800,43.9606,-21.1888,-1.3754,-4.1284,-5.0000,63.8879,15.0000,1
2.3850,44.0332,-21.2034,-1.3740,-4.1352,-5.0000,63.9606,15.0000,1
2.3900,44.1057,-21.2180,-1.3726,-4.1421,-5.0000,64.0332,15.0000,1
2.3950,44.1781,-21.2326,-1.3712,-4.1490,-5.0000,64.1057,15.0000,1
2.4000,44.2505,-21.2472,-1.3699,-4.1558,-5.0000,64.1781,15.0000,1
2.4050,44.3227,-21.2618,-1.3685,-4.1627,-5.0000,64.2505,15.0000,1
2.4100,44.3949,-21.2763,-1.3671,-4.1695,-5.0000,64.3227,15.0000,1
2.4150,44.4670,-21.2909,-1.3657,-4.1763,-5.0000,64.3949,15.0000,1
2.4200,44.5390,-21.3054,-1.3643,-4.1832,-5.0000,64.4670,15.0000,1
2.4250,44.6110,-21.3199,-1.3629,-4.1900,-5.0000,64.5390,15.0000,1
2.4300,44.6828,-21.3343,-1.3616,-4.1968,-5.0000,64.6110,15.0000,1
2.4350,44.7546,-21.3488,-1.3602,-4.2036,-5.0000,64.6828,15.0000,1
2.4400,44.8263,-21.3633,-1.3588,-4.2104,-5.0000,64.7546,15.0000,1
2.4450,44.8979,-21.3777,-1.3575,-4.2172,-5.0000,64.8263,15.0000,1
2.4500,44.9694,-21.3921,-1.3561,-4.2240,-5.0000,64.8979,15.0000,1
2.4550,45.0409,-21.4065,-1.3547,-4.2308,-5.0000,64.9694,15.0000,1
2.4600,45.1123,-21.4209,-1.3534,-4.2376,-5.0000,65.0409,15.0000,1
2.4650,45.1835,-21.4352,-1.3520,-4.2443,-5.0000,65.1123,15.0000,1
2.4700,45.2548,-21.4496,-1.3506,-4.2511,-5.0000,65.1835,15.0000,1
2.4750,45.3259,-21.4639,-1.3493,-4.2578,-5.0000,65.2548,15.0000,1
2.4800,45.3969,-21.4782,-1.3479,-4.2646,-5.0000,65.3259,15.0000,1
2.4850,45.4679,-21.4925,-1.3465,-4.2713,-5.0000,65.3969,15.0000,1
2.4900,45.5388,-21.5068,-1.3452,-4.2781,-5.0000,65.4679,15.0000,1
2.4950,45.6096,-21.5211,-1.3438,-4.2848,-5.0000,65.5388,15.0000,1
2.5000,45.6803,-21.5353,-1.3425,-4.2915,-5.0000,65.6096,15.0000,1
2.5050,45.7509,-21.5496,-1.3411,-4.2982,-5.0000,65.6803,15.0000,1
2.5100,45.8215,-21.5638,-1.3398,-4.3049,-5.0000,65.7509,15.0000,1
2.5150,45.8920,-21.5780,-1.3384,-4.3116,-5.0000,65.8215,15.0000,1
2.5200,45.9624,-21.5922,-1.3371,-4.3183,-5.0000,65.8920,15.0000,1
2.5250,46.0327,-21.6064,-1.3357,-4.3250,-5.0000,65.9624,15.0000,1
2.5300,46.1029,-21.6205,-1.3344,-4.3317,-5.0000,66.0327,15.0000,1
2.5350,46.1731,-21.6346,-1.3330,-4.3383,-5.0000,66.1029,15.0000,1
2.5400,46.2431,-21.6488,-1.3317,-4.3450,-5.0000,66.1731,15.0000,1
2.5450,46.3131,-21.6629,-1.3304,-4.3517,-5.0000,66.2431,15.0000,1
2.5500,46.3831,-21.6770,-1.3290,-4.3583,-5.0000,66.3131,15.0000,1
2.5550,46.4529,-21.6910,-1.3277,-4.3650,-5.0000,66.3831,15.0000,1
2.5600,46.5227,-21.7051,-1.3263,-4.3716,-5.0000,66.4529,15.0000,1
2.5650,46.5923,-21.7191,-1.3250,-4.3782,-5.0000,66.5227,15.0000,1
2.5700,46.6619,-21.7331,-1.3237,-4.3849,-5.0000,66.5923,15.0000,1
2.5750,46.7315,-21.7472,-1.3223,-4.3915,-5.0000,66.6619,15.0000,1
2.5800,46.8009,-21.7611,-1.3210,-4.3981,-5.0000,66.7315,15.0000,1
2.5850,46.8703,-21.7751,-1.3197,-4.4047,-5.0000,66.8009,15.0000,1
2.5900,46.9395,-21.7891,-1.3184,-4.4113,-5.0000,66.8703,15.0000,1
2.5950,47.0087,-21.8030,-1.3170,-4.4179,-5.0000,66.9395,15.0000,1
2.6000,47.0779,-21.8170,-1.3157,-4.4245,-5.0000,67.0087,15.0000,1
2.6050,47.1469,-21.8309,-1.3144,-4.4310,-5.0000,67.0779,15.0000,1
2.6100,47.2159,-21.8448,-1.3131,-4.4376,-5.0000,67.1469,15.0000,1
2.6150,47.2848,-21.8586,-1.3118,-4.4442,-5.0000,67.2159,15.0000,1
2.6200,47.3536,-21.8725,-1.3104,-4.4507,-5.0000,67.2848,15.0000,1
2.6250,47.4223,-21.8864,-1.3091,-4.4573,-5.0000,67.3536,15.0000,1
2.6300,47.4910,-21.9002,-1.3078,-4.4638,-5.0000,67.4223,15.0000,1
2.6350,47.5596,-21.9140,-1.3065,-4.4704,-5.0000,67.4910,15.0000,1
2.6400,47.6280,-21.9278,-1.3052,-4.4769,-5.0000,67.5596,15.0000,1
2.6450,47.6965,-21.9416,-1.3039,-4.4834,-5.0000,67.6280,15.0000,1
2.6500,47.7648,-21.9554,-1.3026,-4.4900,-5.0000,67.6965,15.0000,1
2.6550,47.8331,-21.9691,-1.3013,-4.4965,-5.0000,67.7648,15.0000,1
2.6600,47.9013,-21.9829,-1.2999,-4.5030,-5.0000,67.8331,15.0000,1
2.6650,47.9694,-21.9966,-1.2986,-4.5095,-5.0000,67.9013,15.0000,1
2.6700,48.0374,-22.0103,-1.2973,-4.5160,-5.0000,67.9694,15.0000,1
2.6750,48.1054,-22.0240,-1.2960,-4.5225,-5.0000,68.0374,15.0000,1
2.6800,48.1732,-22.0377,-1.2947,-4.5289,-5.0000,68.1054,15.0000,1
2.6850,48.2410,-22.0513,-1.2934,-4.5354,-5.0000,68.1732,15.0000,1
2.6900,48.3087,-22.0650,-1.2921,-4.5419,-5.0000,68.2410,15.0000,1
2.6950,48.3764,-22.0786,-1.2908,-4.5483,-5.0000,68.3087,15.0000,1
2.7000,48.4440,-22.0922,-1.2896,-4.5548,-5.0000,68.3764,15.0000,1
2.7050,48.5114,-22.1058,-1.2883,-4.5612,-5.0000,68.4440,15.0000,1
2.7100,48.5789,-22.1194,-1.2870,-4.5677,-5.0000,68.5114,15.0000,1
2.7150,48.6462,-22.1330,-1.2857,-4.5741,-5.0000,68.5789,15.0000,1
2.7200,48.7135,-22.1465,-1.2844,-4.5805,-5.0000,68.6462,15.0000,1
2.7250,48.7806,-22.1600,-1.2831,-4.5870,-5.0000,68.7135,15.0000,1
2.7300,48.8477,-22.1736,-1.2818,-4.5934,-5.0000,68.7806,15.0000,1
2.7350,48.9148,-22.1871,-1.2805,-4.5998,-5.0000,68.8477,15.0000,1
2.7400,48.9817,-22.2006,-1.2793,-4.6062,-5.0000,68.9148,15.0000,1
2.7450,49.0486,-22.2140,-1.2780,-4.6126,-5.0000,68.9817,15.0000,1
2.7500,49.1154,-22.2275,-1.2767,-4.6190,-5.0000,69.0486,15.0000,1
2.7550,49.1821,-22.2409,-1.2754,-4.6254,-5.0000,69.1154,15.0000,1
2.7600,49.2488,-22.2544,-1.2741,-4.6317,-5.0000,69.1821,15.0000,1
2.7650,49.3153,-22.2678,-1.2729,-4.6381,-5.0000,69.2488,15.0000,1
2.7700,49.3818,-22.2812,-1.2716,-4.6445,-5.0000,69.3153,15.0000,1
2.7750,49.4483,-22.2945,-1.2703,-4.6508,-5.0000,69.3818,15.0000,1
2.7800,49.5146,-22.3079,-1.2690,-4.6572,-5.0000,69.4483,15.0000,1
2.7850,49.5809,-22.3213,-1.2678,-4.6635,-5.0000,69.5146,15.0000,1
2.7900,49.6471,-22.3346,-1.2665,-4.6699,-5.0000,69.5809,15.0000,1
2.7950,49.7132,-22.3479,-1.2652,-4.6762,-5.0000,69.6471,15.0000,1
2.8000,49.7792,-22.3612,-1.2640,-4.6825,-5.0000,69.7132,15.0000,1
2.8050,49.8452,-22.3745,-1.2627,-4.6888,-5.0000,69.7792,15.0000,1
2.8100,49.9111,-22.3878,-1.2615,-4.6952,-5.0000,69.8452,15.0000,1
2.8150,49.9769,-22.4011,-1.2602,-4.7015,-5.0000,69.9111,15.0000,1
2.8200,50.0427,-22.4143,-1.2589,-4.7078,-5.0000,69.9769,15.0000,1
2.8250,50.1083,-22.4275,-1.2577,-4.7141,-5.0000,70.0427,15.0000,1
2.8300,50.1739,-22.4407,-1.2564,-4.7204,-5.0000,70.1083,15.0000,1
2.8350,50.2394,-22.4539,-1.2552,-4.7266,-5.0000,70.1739,15.0000,1
2.8400,50.3049,-22.4671,-1.2539,-4.7329,-5.0000,70.2394,15.0000,1
2.8450,50.3702,-22.4803,-1.2527,-4.7392,-5.0000,70.3049,15.0000,1
2.8500,50.4355,-22.4935,-1.2514,-4.7454,-5.0000,70.3702,15.0000,1
2.8550,50.5008,-22.5066,-1.2502,-4.7517,-5.0000,70.4355,15.0000,1
